run_id,timestamp_utc,fpga_bin_label,git_commit,git_branch,git_dirty,suite,case_id,exec_key,app,kind,op,backend,variant,stage,name,args,shape_json,calls_per_forward,fpga_bin_dir,xclbin_sha256,warmup,iterations,source,status,returncode,failure_phase,failure_reason,raw_csv,log_file,elapsed_wall_s,samples,min_us,avg_us,max_us,p50_us,p95_us
sample_generation_C1_b1_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch1_seq32_attn,sp_g_c1_b1_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C1,generation,attn,--sample-op attn --stage generation --variant C1 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,167.2,184.8,202.4,176,197.12
sample_generation_C1_b1_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch1_seq32_ffn,sp_g_c1_b1_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C1,generation,ffn,--sample-op ffn --stage generation --variant C1 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,91.2,100.8,110.4,96,107.52
sample_generation_C1_b1_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch1_seq32_norm,sp_g_c1_b1_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C1,generation,norm,--sample-op norm --stage generation --variant C1 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,45.6,50.4,55.2,48,53.76
sample_generation_C1_b4_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq8_attn,sp_g_c1_b4_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C1,generation,attn,--sample-op attn --stage generation --variant C1 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,234.08,258.72,283.36,246.4,275.968
sample_generation_C1_b4_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq8_ffn,sp_g_c1_b4_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C1,generation,ffn,--sample-op ffn --stage generation --variant C1 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,127.68,141.12,154.56,134.4,150.528
sample_generation_C1_b4_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq8_norm,sp_g_c1_b4_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C1,generation,norm,--sample-op norm --stage generation --variant C1 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,63.84,70.56,77.28,67.2,75.264
sample_generation_C1_b4_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq32_attn,sp_g_c1_b4_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C1,generation,attn,--sample-op attn --stage generation --variant C1 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,535.04,591.36,647.68,563.2,630.784
sample_generation_C1_b4_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq32_ffn,sp_g_c1_b4_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C1,generation,ffn,--sample-op ffn --stage generation --variant C1 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,291.84,322.56,353.28,307.2,344.064
sample_generation_C1_b4_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C1_batch4_seq32_norm,sp_g_c1_b4_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C1,generation,norm,--sample-op norm --stage generation --variant C1 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,145.92,161.28,176.64,153.6,172.032
sample_generation_C2_b1_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq8_attn,sp_g_c2_b1_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C2,generation,attn,--sample-op attn --stage generation --variant C2 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,65.312,72.188,79.062,68.75,77
sample_generation_C2_b1_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq8_ffn,sp_g_c2_b1_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C2,generation,ffn,--sample-op ffn --stage generation --variant C2 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,35.625,39.375,43.125,37.5,42
sample_generation_C2_b1_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq8_norm,sp_g_c2_b1_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C2,generation,norm,--sample-op norm --stage generation --variant C2 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,17.812,19.688,21.562,18.75,21
sample_generation_C2_b1_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq32_attn,sp_g_c2_b1_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C2,generation,attn,--sample-op attn --stage generation --variant C2 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,146.3,161.7,177.1,154,172.48
sample_generation_C2_b1_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq32_ffn,sp_g_c2_b1_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C2,generation,ffn,--sample-op ffn --stage generation --variant C2 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,79.8,88.2,96.6,84,94.08
sample_generation_C2_b1_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch1_seq32_norm,sp_g_c2_b1_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C2,generation,norm,--sample-op norm --stage generation --variant C2 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,39.9,44.1,48.3,42,47.04
sample_generation_C2_b4_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq8_attn,sp_g_c2_b4_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C2,generation,attn,--sample-op attn --stage generation --variant C2 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,209,231,253,220,246.4
sample_generation_C2_b4_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq8_ffn,sp_g_c2_b4_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C2,generation,ffn,--sample-op ffn --stage generation --variant C2 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,114,126,138,120,134.4
sample_generation_C2_b4_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq8_norm,sp_g_c2_b4_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C2,generation,norm,--sample-op norm --stage generation --variant C2 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,57,63,69,60,67.2
sample_generation_C2_b4_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq32_attn,sp_g_c2_b4_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C2,generation,attn,--sample-op attn --stage generation --variant C2 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,468.16,517.44,566.72,492.8,551.936
sample_generation_C2_b4_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq32_ffn,sp_g_c2_b4_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C2,generation,ffn,--sample-op ffn --stage generation --variant C2 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,255.36,282.24,309.12,268.8,301.056
sample_generation_C2_b4_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C2_batch4_seq32_norm,sp_g_c2_b4_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C2,generation,norm,--sample-op norm --stage generation --variant C2 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,127.68,141.12,154.56,134.4,150.528
sample_generation_C3_b1_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq8_attn,sp_g_c3_b1_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C3,generation,attn,--sample-op attn --stage generation --variant C3 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,99.275,109.725,120.175,104.5,117.04
sample_generation_C3_b1_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq8_ffn,sp_g_c3_b1_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C3,generation,ffn,--sample-op ffn --stage generation --variant C3 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,54.15,59.85,65.55,57,63.84
sample_generation_C3_b1_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq8_norm,sp_g_c3_b1_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C3,generation,norm,--sample-op norm --stage generation --variant C3 --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,27.075,29.925,32.775,28.5,31.92
sample_generation_C3_b1_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq32_attn,sp_g_c3_b1_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C3,generation,attn,--sample-op attn --stage generation --variant C3 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,229.9,254.1,278.3,242,271.04
sample_generation_C3_b1_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq32_ffn,sp_g_c3_b1_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C3,generation,ffn,--sample-op ffn --stage generation --variant C3 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,125.4,138.6,151.8,132,147.84
sample_generation_C3_b1_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch1_seq32_norm,sp_g_c3_b1_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C3,generation,norm,--sample-op norm --stage generation --variant C3 --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,62.7,69.3,75.9,66,73.92
sample_generation_C3_b4_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq8_attn,sp_g_c3_b4_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C3,generation,attn,--sample-op attn --stage generation --variant C3 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,317.68,351.12,384.56,334.4,374.528
sample_generation_C3_b4_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq8_ffn,sp_g_c3_b4_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C3,generation,ffn,--sample-op ffn --stage generation --variant C3 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,173.28,191.52,209.76,182.4,204.288
sample_generation_C3_b4_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq8_norm,sp_g_c3_b4_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C3,generation,norm,--sample-op norm --stage generation --variant C3 --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,86.64,95.76,104.88,91.2,102.144
sample_generation_C3_b4_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq32_attn,sp_g_c3_b4_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C3,generation,attn,--sample-op attn --stage generation --variant C3 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,735.68,813.12,890.56,774.4,867.328
sample_generation_C3_b4_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq32_ffn,sp_g_c3_b4_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C3,generation,ffn,--sample-op ffn --stage generation --variant C3 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,401.28,443.52,485.76,422.4,473.088
sample_generation_C3_b4_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C3_batch4_seq32_norm,sp_g_c3_b4_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C3,generation,norm,--sample-op norm --stage generation --variant C3 --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,200.64,221.76,242.88,211.2,236.544
sample_generation_C4_fused_b1_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq8_attn,sp_g_c4f_b1_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C4_fused,generation,attn,--sample-op attn --stage generation --variant C4_fused --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,60.088,66.413,72.738,63.25,70.84
sample_generation_C4_fused_b1_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq8_ffn,sp_g_c4f_b1_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C4_fused,generation,ffn,--sample-op ffn --stage generation --variant C4_fused --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,32.775,36.225,39.675,34.5,38.64
sample_generation_C4_fused_b1_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq8_norm,sp_g_c4f_b1_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C4_fused,generation,norm,--sample-op norm --stage generation --variant C4_fused --batch 1 --seq 8,"{""batch"": 1,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,16.387,18.113,19.837,17.25,19.32
sample_generation_C4_fused_b1_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq32_attn,sp_g_c4f_b1_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C4_fused,generation,attn,--sample-op attn --stage generation --variant C4_fused --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,130.625,144.375,158.125,137.5,154
sample_generation_C4_fused_b1_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq32_ffn,sp_g_c4f_b1_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C4_fused,generation,ffn,--sample-op ffn --stage generation --variant C4_fused --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,71.25,78.75,86.25,75,84
sample_generation_C4_fused_b1_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch1_seq32_norm,sp_g_c4f_b1_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C4_fused,generation,norm,--sample-op norm --stage generation --variant C4_fused --batch 1 --seq 32,"{""batch"": 1,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,35.625,39.375,43.125,37.5,42
sample_generation_C4_fused_b4_s8_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq8_attn,sp_g_c4f_b4_s8_attn,synthetic_latency_bench,workload,attn,synthetic,C4_fused,generation,attn,--sample-op attn --stage generation --variant C4_fused --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,192.28,212.52,232.76,202.4,226.688
sample_generation_C4_fused_b4_s8_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq8_ffn,sp_g_c4f_b4_s8_ffn,synthetic_latency_bench,workload,ffn,synthetic,C4_fused,generation,ffn,--sample-op ffn --stage generation --variant C4_fused --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,104.88,115.92,126.96,110.4,123.648
sample_generation_C4_fused_b4_s8_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq8_norm,sp_g_c4f_b4_s8_norm,synthetic_latency_bench,workload,norm,synthetic,C4_fused,generation,norm,--sample-op norm --stage generation --variant C4_fused --batch 4 --seq 8,"{""batch"": 4,""seq"": 8,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,52.44,57.96,63.48,55.2,61.824
sample_generation_C4_fused_b4_s32_attn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq32_attn,sp_g_c4f_b4_s32_attn,synthetic_latency_bench,workload,attn,synthetic,C4_fused,generation,attn,--sample-op attn --stage generation --variant C4_fused --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""attn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,418,462,506,440,492.8
sample_generation_C4_fused_b4_s32_ffn,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq32_ffn,sp_g_c4f_b4_s32_ffn,synthetic_latency_bench,workload,ffn,synthetic,C4_fused,generation,ffn,--sample-op ffn --stage generation --variant C4_fused --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""ffn""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,228,252,276,240,268.8
sample_generation_C4_fused_b4_s32_norm,2026-06-04T00:00:00+00:00,sample,example,fpint_improve,0,plot_sample,llama2_7b_generation_C4_fused_batch4_seq32_norm,sp_g_c4f_b4_s32_norm,synthetic_latency_bench,workload,norm,synthetic,C4_fused,generation,norm,--sample-op norm --stage generation --variant C4_fused --batch 4 --seq 32,"{""batch"": 4,""seq"": 32,""component"": ""norm""}",1,,sample_sha,1,1,case_matrix:llama2_7b_generation_plot_sample,pass,0,,,,,0.100,1,114,126,138,120,134.4
